npk,sub_post,post,grp,sect,dept,dept_account,division,plant
24660,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
24663,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
24665,NULL,NULL,1-001-003-017-052,1-001-003-017,1-001-003,1-001-003,1-001,1
24667,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
24670,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
24672,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
24677,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
24678,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
24742,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
24908,NULL,NULL,NULL,NULL,NULL,NULL,1-001,1
24938,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
24946,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
24951,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
24952,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
24953,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
24956,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
24957,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
24958,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
24969,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
25052,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25053,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
25056,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
25057,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
25059,NULL,NULL,1-001-003-015-047,1-001-003-015,1-001-003,1-001-003,1-001,1
25061,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
25063,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
25065,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25068,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
25069,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25071,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
25078,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
25080,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
25087,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
25090,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25091,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
25093,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
25175,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
25180,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
25182,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
25186,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
25189,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
25192,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
25193,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
25203,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
25214,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
25219,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
25222,NULL,NULL,NULL,1-001-002-006,1-001-002,1-001-001,1-001,1
25337,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
25625,NULL,1-001-003-019-059-002,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
25628,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
25631,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
25634,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25636,NULL,NULL,1-001-001-010-048,1-001-001-010,1-001-001,1-001-001,1-001,1
25765,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
25874,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
25937,NULL,NULL,1-001-003-016-050,1-001-003-016,1-001-003,1-001-003,1-001,1
25942,NULL,1-001-001-010-061-003,1-001-003-019-059,1-001-001-010,1-001-001,1-001-003,1-001,1
25946,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
25949,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
25997,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
26007,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
26014,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
26206,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
26222,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
26291,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
26314,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
26440,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
26491,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
26501,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
26503,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
26508,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
26520,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
26524,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
26526,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
26552,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
26555,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
26556,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
26557,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
26558,NULL,NULL,1-001-003-017-052,1-001-003-017,1-001-003,1-001-003,1-001,1
26559,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
26560,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
26561,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
26568,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
27039,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
27047,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
27192,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
27285,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
27373,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
27376,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
27383,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-002,1-001,1
27386,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
27388,NULL,NULL,1-001-001-014-076,1-001-001-014,1-001-001,1-001-002,1-001,1
27391,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
27392,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
27396,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
27398,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
27406,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
27409,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
27415,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
27422,NULL,1-001-003-019-059-002,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
27427,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
27428,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
27430,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
27433,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
27434,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
27435,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
27500,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
27537,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
27557,NULL,NULL,1-001-001-013-068,1-001-001-013,1-001-001,1-001-002,1-001,1
27688,NULL,NULL,1-001-001-009-047,1-001-001-014,1-001-001,1-001-002,1-001,1
27737,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
27740,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
27744,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
27758,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
27777,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
27779,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
27781,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
27818,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
27822,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
27823,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
27829,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
27836,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
27837,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-001,1-001,1
28050,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
28061,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
28068,NULL,NULL,1-001-002-005-072,1-001-002-005,1-001-002,1-001-001,1-001,1
28081,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
28105,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
28106,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
28110,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
28117,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
28121,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
28146,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
28163,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
28165,NULL,NULL,1-001-003-019-058,1-001-003-019,1-001-003,1-001-003,1-001,1
28169,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
28170,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
28181,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
28458,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
28459,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28463,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
28467,NULL,NULL,1-001-001-009-047,1-001-001-014,1-001-001,1-001-002,1-001,1
28468,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
28470,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
28482,NULL,NULL,1-001-003-015-047,1-001-003-015,1-001-003,1-001-003,1-001,1
28490,NULL,NULL,1-001-003-017-052,1-001-003-017,1-001-003,1-001-003,1-001,1
28495,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
28496,NULL,NULL,1-001-003-017-053,1-001-003-017,1-001-003,1-001-003,1-001,1
28501,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28503,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
28506,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28513,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
28515,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
28522,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
28524,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-001,1-001,1
28528,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
28535,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
28538,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
28543,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
28560,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
28564,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28566,NULL,NULL,1-001-001-014-075,1-001-001-014,1-001-001,1-001-001,1-001,1
28567,NULL,NULL,1-001-001-012-049,1-001-001-012,1-001-001,1-001-002,1-001,1
28575,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
28576,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
28577,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
28578,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
28593,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28597,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
28598,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
28909,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
28915,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
28940,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
28941,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
28943,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
28951,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
28954,NULL,NULL,1-001-001-013-060,1-001-001-013,1-001-001,1-001-002,1-001,1
28959,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
28967,NULL,NULL,1-001-001-012-048,1-001-001-012,1-001-001,1-001-002,1-001,1
28975,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-002,1-001,1
28976,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
29158,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
29179,NULL,NULL,1-001-003-019-057,1-001-003-019,1-001-003,1-001-003,1-001,1
29180,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
29188,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
29222,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
29436,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
29571,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
29621,NULL,1-001-003-019-059-002,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
29624,NULL,NULL,1-001-002-008-046,1-001-002-008,1-001-002,1-001-002,1-001,1
29629,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
29630,NULL,NULL,1-001-002-002-012,1-001-002-002,1-001-002,1-001-001,1-001,1
29631,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
29632,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
29641,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
29643,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
29660,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
29662,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
29669,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
29689,NULL,NULL,1-001-003-016-049,1-001-003-016,1-001-003,1-001-002,1-001,1
29690,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
29701,NULL,NULL,1-001-003-018-054,1-001-003-018,1-001-003,1-001-003,1-001,1
29707,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
29719,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
29728,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
29729,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
29736,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-002,1-001,1
29738,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
29739,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
29740,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
29750,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
29753,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
29757,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
29758,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
29770,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
29771,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
29908,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
29910,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
29925,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
29952,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
29958,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
29966,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
29974,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
29976,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
29987,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
29997,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
29999,NULL,NULL,1-001-003-017-051,1-001-003-017,1-001-003,1-001-003,1-001,1
30000,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
30001,NULL,NULL,1-001-003-017-052,1-001-003-017,1-001-003,1-001-003,1-001,1
30085,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
30087,NULL,NULL,1-001-001-010-048,1-001-001-010,1-001-001,1-001-001,1-001,1
30168,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
30284,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
30289,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
30291,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
30299,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
30300,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
30306,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
30328,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
30331,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
30367,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
30456,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
30468,NULL,NULL,1-001-002-005-028,1-001-002-005,1-001-002,1-001-001,1-001,1
30470,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
30487,NULL,NULL,1-001-002-006-034,1-001-002-006,1-001-002,1-001-001,1-001,1
30495,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
30508,NULL,1-001-003-019-059-002,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
30515,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
30516,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
30522,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
30532,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
30695,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
30698,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
30706,NULL,NULL,1-001-001-014-077,1-001-001-014,1-001-001,1-001-001,1-001,1
30708,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
30718,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
30723,NULL,NULL,1-001-003-016-048,1-001-003-016,1-001-003,1-001-001,1-001,1
30725,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
30727,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
30729,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
30732,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
30736,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
31179,NULL,NULL,1-001-003-018-056,1-001-003-018,1-001-003,1-001-003,1-001,1
31418,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
31419,NULL,NULL,1-001-002-005-025,1-001-002-008,1-001-002,1-001-002,1-001,1
31422,NULL,NULL,1-001-001-010-047,1-001-001-010,1-001-001,1-001-001,1-001,1
31423,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
31426,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
31429,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
31430,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
31438,NULL,NULL,1-001-002-002-011,1-001-002-002,1-001-002,1-001-001,1-001,1
31439,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
31440,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
31447,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
31448,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
31451,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
31660,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
31661,NULL,NULL,1-001-001-010-050,1-001-001-013,1-001-001,1-001-002,1-001,1
31664,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
31669,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
31673,NULL,1-001-003-019-059-002,1-001-001-010-061,1-001-003-019,1-001-003,1-001-003,1-001,1
31678,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
31680,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
31681,NULL,NULL,1-001-001-013-063,1-001-001-013,1-001-001,1-001-001,1-001,1
31682,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
31686,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
31688,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
31689,NULL,NULL,1-001-002-005-029,1-001-002-005,1-001-002,1-001-001,1-001,1
31690,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
31691,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
31765,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
31845,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
31963,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
31966,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
31969,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
31972,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
