npk,sub_post,post,grp,sect,dept,dept_account,division,plant
68031,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68038,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
68039,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68042,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68045,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
68046,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
68047,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68048,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68050,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68206,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68208,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
68226,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
68227,NULL,NULL,1-001-001-010-052,1-001-001-010,1-001-001,1-001-001,1-001,1
68228,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68229,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68230,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
68231,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
68232,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
68233,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
68235,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68236,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68338,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
68340,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
68341,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
68342,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
68343,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
68344,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
68345,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
68346,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
68347,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
68348,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
68350,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68351,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68353,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
68354,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
68355,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
68356,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
68357,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68359,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
68361,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
68363,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
68365,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
68367,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68368,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68369,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68371,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68372,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68377,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
68378,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68379,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
68380,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
68381,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
68382,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
68383,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
68384,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
68386,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
68388,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68390,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
68392,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
68393,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68394,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
68395,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
68398,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
68399,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68400,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68401,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68402,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68404,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
68405,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
68406,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
68408,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
68409,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
68412,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
68464,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68466,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
68468,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68469,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68470,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68471,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
68473,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
68474,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
68475,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
68476,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
68478,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68479,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
68480,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
68481,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68482,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68484,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
68485,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68487,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
68488,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
68489,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68490,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
68492,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68493,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68494,NULL,NULL,1-001-002-007-037,1-001-002-007,1-001-002,1-001-002,1-001,1
68495,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
68497,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
68498,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68499,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
68500,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68501,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
68505,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
68506,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
68507,NULL,NULL,1-001-002-008-042,1-001-002-008,1-001-002,1-001-002,1-001,1
68509,NULL,NULL,1-001-002-007-036,1-001-002-007,1-001-002,1-001-002,1-001,1
68510,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
68512,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68514,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
68516,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
68518,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68519,NULL,NULL,1-001-002-008-043,1-001-002-008,1-001-002,1-001-002,1-001,1
68811,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68813,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68814,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68816,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
68817,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
68821,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
68822,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68823,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
68824,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68825,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68826,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
68827,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
68831,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
68832,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
68833,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68834,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68835,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68836,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68838,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
68839,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
68842,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68843,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
68847,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
68848,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
68849,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
68854,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68855,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
68856,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
68857,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
68862,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
68863,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
68865,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68866,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
68867,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
68868,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
68869,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
68871,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68872,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
68873,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68874,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
68875,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
68877,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
68878,NULL,NULL,1-001-002-008-044,1-001-002-008,1-001-002,1-001-002,1-001,1
68879,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
68880,NULL,NULL,1-001-002-007-038,1-001-002-007,1-001-002,1-001-002,1-001,1
68881,NULL,NULL,1-001-002-007-040,1-001-002-007,1-001-002,1-001-002,1-001,1
68882,NULL,NULL,1-001-002-007-066,1-001-002-007,1-001-002,1-001-002,1-001,1
69139,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
69140,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
69141,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
69142,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
69143,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
69145,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69147,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69148,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
69150,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
69151,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
69152,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
69153,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
69155,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
69157,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69159,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69160,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69161,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69163,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69164,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69165,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69167,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69168,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69169,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
69171,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69172,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
69173,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69174,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
69175,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
69176,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
69178,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69180,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
69181,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69182,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
69183,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69184,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
69185,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
69186,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69187,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
69189,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
69191,NULL,NULL,1-001-002-006-031,1-001-002-006,1-001-002,1-001-001,1-001,1
69192,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69193,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69195,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
69196,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69198,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69199,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69200,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
69201,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69202,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69204,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
69206,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
69207,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69208,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
69209,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
69210,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69211,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69212,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69214,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69215,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
69216,NULL,NULL,1-001-002-005-023,1-001-002-005,1-001-002,1-001-001,1-001,1
69218,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69219,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
69221,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
69222,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
69223,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
69225,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
69226,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
69228,NULL,NULL,1-001-001-009-001,1-001-002-001,1-001-002,1-001-001,1-001,1
69229,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69230,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69231,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69232,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69233,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69235,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
69236,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
69237,NULL,NULL,1-001-002-002-007,1-001-002-002,1-001-002,1-001-001,1-001,1
69239,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
69240,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
69241,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69243,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69257,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
69258,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
69259,NULL,NULL,1-001-001-012-047,1-001-001-012,1-001-001,1-001-001,1-001,1
69260,NULL,NULL,1-001-001-010-049,1-001-001-010,1-001-001,1-001-001,1-001,1
69514,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69517,NULL,NULL,1-001-002-002-010,1-001-002-002,1-001-002,1-001-001,1-001,1
69518,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69519,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69521,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69523,NULL,NULL,1-001-002-003-014,1-001-002-003,1-001-002,1-001-001,1-001,1
69524,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
69525,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
69526,NULL,NULL,1-001-002-003-015,1-001-002-003,1-001-002,1-001-001,1-001,1
69527,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69529,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69530,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69531,NULL,NULL,1-001-002-003-016,1-001-002-003,1-001-002,1-001-001,1-001,1
69533,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69534,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69535,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69536,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69537,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69539,NULL,NULL,1-001-002-002-009,1-001-002-002,1-001-002,1-001-001,1-001,1
69541,NULL,NULL,1-001-002-002-004,1-001-002-002,1-001-002,1-001-001,1-001,1
69542,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69543,NULL,NULL,1-001-002-005-026,1-001-002-005,1-001-002,1-001-001,1-001,1
69545,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69547,NULL,NULL,1-001-002-004-018,1-001-002-004,1-001-002,1-001-001,1-001,1
69549,NULL,NULL,1-001-002-006-030,1-001-002-006,1-001-002,1-001-001,1-001,1
69550,NULL,NULL,1-001-002-005-027,1-001-002-005,1-001-002,1-001-001,1-001,1
69551,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69553,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69554,NULL,NULL,1-001-002-002-008,1-001-002-002,1-001-002,1-001-001,1-001,1
69555,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69556,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69558,NULL,NULL,1-001-002-002-003,1-001-002-002,1-001-002,1-001-001,1-001,1
69559,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
69560,NULL,NULL,1-001-002-002-006,1-001-002-002,1-001-002,1-001-001,1-001,1
69564,NULL,NULL,1-001-002-008-045,1-001-002-008,1-001-002,1-001-002,1-001,1
69565,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69568,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69569,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69570,NULL,NULL,1-001-002-005-021,1-001-002-005,1-001-002,1-001-001,1-001,1
69571,NULL,NULL,1-001-002-005-020,1-001-002-005,1-001-002,1-001-001,1-001,1
69572,NULL,NULL,1-001-002-004-019,1-001-002-004,1-001-002,1-001-001,1-001,1
69573,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
69574,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
69576,NULL,NULL,1-001-002-005-022,1-001-002-005,1-001-002,1-001-001,1-001,1
69577,NULL,NULL,1-001-002-005-024,1-001-002-005,1-001-002,1-001-001,1-001,1
69579,NULL,NULL,1-001-002-006-033,1-001-002-006,1-001-002,1-001-001,1-001,1
69581,NULL,NULL,1-001-001-010-065,1-001-001-010,1-001-001,1-001-001,1-001,1
69583,NULL,NULL,1-001-001-009-002,1-001-002-001,1-001-002,1-001-001,1-001,1
69584,NULL,NULL,1-001-002-003-017,1-001-002-003,1-001-002,1-001-001,1-001,1
69585,NULL,NULL,1-001-002-007-035,1-001-002-007,1-001-002,1-001-002,1-001,1
69587,NULL,NULL,1-001-002-007-039,1-001-002-007,1-001-002,1-001-002,1-001,1
69588,NULL,NULL,1-001-002-008-067,1-001-002-008,1-001-002,1-001-002,1-001,1
69589,NULL,NULL,1-001-002-008-041,1-001-002-008,1-001-002,1-001-002,1-001,1
